concepts	languages	average coverage	varieties
125	27	0.85	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke,Gourou	BAD,BARK,BEARD,BELLY,BIG,BIRD,BITE,BLOOD,BONE,BREAST,BREATHE,BURN (SOMETHING),CHEST,CHICKEN,CHIEFTAIN,CHILD,CLOUD,COLD,COME,COW,CRY,DIE,DOG,DOOR,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FISH,FLOWER,FLY (MOVE THROUGH AIR),FOOT OR LEG,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,HEAD,HIDE (CONCEAL),HIP,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK FOR,LOUSE,MAIZE,MAN,MILK,MILLET,MOON,MOTHER,MOUTH,NAME,NECK,NIGHT,NINE,NOSE,ONE,OPEN,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),ROOT,ROTTEN,SALT,SAND,SEE,SEND,SEVEN,SHARP,SHOW,SING,SIT,SIX,SKIN,SKY,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,THORN,THREE,TIE,TOMORROW,TONGUE,TREE,URINE,VILLAGE,WATER,WET,WHITE,WING,WOMAN,WOOD,YEAR
125	26	0.88	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke	BAD,BARK,BEARD,BELLY,BIG,BIRD,BITE,BLOOD,BONE,BREAST,BREATHE,BURN (SOMETHING),CHEST,CHICKEN,CHIEFTAIN,CHILD,CLOUD,COLD,COME,COW,CRY,DIE,DOG,DOOR,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FISH,FLOWER,FLY (MOVE THROUGH AIR),FOOT OR LEG,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,HEAD,HIDE (CONCEAL),HIP,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK FOR,LOUSE,MAIZE,MAN,MILK,MILLET,MOON,MOTHER,MOUTH,NAME,NECK,NIGHT,NINE,NOSE,ONE,OPEN,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),ROOT,ROTTEN,SALT,SAND,SEE,SEND,SEVEN,SHARP,SHOW,SING,SIT,SIX,SKIN,SKY,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,THORN,THREE,TIE,TOMORROW,TONGUE,TREE,URINE,VILLAGE,WATER,WET,WHITE,WING,WOMAN,WOOD,YEAR
125	25	0.89	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So	BAD,BARK,BEARD,BELLY,BIG,BIRD,BITE,BLOOD,BONE,BREAST,BREATHE,BURN (SOMETHING),CHEST,CHICKEN,CHIEFTAIN,CHILD,CLOUD,COLD,COME,COW,CRY,DIE,DOG,DOOR,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FISH,FLOWER,FLY (MOVE THROUGH AIR),FOOT OR LEG,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,HEAD,HIDE (CONCEAL),HIP,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK FOR,LOUSE,MAIZE,MAN,MILK,MILLET,MOON,MOTHER,MOUTH,NAME,NECK,NIGHT,NINE,NOSE,ONE,OPEN,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),ROOT,ROTTEN,SALT,SAND,SEE,SEND,SEVEN,SHARP,SHOW,SING,SIT,SIX,SKIN,SKY,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,THORN,THREE,TIE,TOMORROW,TONGUE,TREE,URINE,VILLAGE,WATER,WET,WHITE,WING,WOMAN,WOOD,YEAR
125	24	0.90	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara	BAD,BARK,BEARD,BELLY,BIG,BIRD,BITE,BLOOD,BONE,BREAST,BREATHE,BURN (SOMETHING),CHEST,CHICKEN,CHIEFTAIN,CHILD,CLOUD,COLD,COME,COW,CRY,DIE,DOG,DOOR,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FISH,FLOWER,FLY (MOVE THROUGH AIR),FOOT OR LEG,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,HEAD,HIDE (CONCEAL),HIP,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK FOR,LOUSE,MAIZE,MAN,MILK,MILLET,MOON,MOTHER,MOUTH,NAME,NECK,NIGHT,NINE,NOSE,ONE,OPEN,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),ROOT,ROTTEN,SALT,SAND,SEE,SEND,SEVEN,SHARP,SHOW,SING,SIT,SIX,SKIN,SKY,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,THORN,THREE,TIE,TOMORROW,TONGUE,TREE,URINE,VILLAGE,WATER,WET,WHITE,WING,WOMAN,WOOD,YEAR
125	23	0.92	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So	BAD,BARK,BEARD,BELLY,BIG,BIRD,BITE,BLOOD,BONE,BREAST,BREATHE,BURN (SOMETHING),CHEST,CHICKEN,CHIEFTAIN,CHILD,CLOUD,COLD,COME,COW,CRY,DIE,DOG,DOOR,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FISH,FLOWER,FLY (MOVE THROUGH AIR),FOOT OR LEG,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,HEAD,HIDE (CONCEAL),HIP,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK FOR,LOUSE,MAIZE,MAN,MILK,MILLET,MOON,MOTHER,MOUTH,NAME,NECK,NIGHT,NINE,NOSE,ONE,OPEN,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),ROOT,ROTTEN,SALT,SAND,SEE,SEND,SEVEN,SHARP,SHOW,SING,SIT,SIX,SKIN,SKY,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,THORN,THREE,TIE,TOMORROW,TONGUE,TREE,URINE,VILLAGE,WATER,WET,WHITE,WING,WOMAN,WOOD,YEAR
150	33	0.80	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke,Gourou,Bozo_Korondougou_sud,Bozo_Korondougou_nord,Bozo_Pondori_sud,Tomo_Kan,Bozo_Hainyaxo,Bozo_Pondori_nord	ANIMAL,ARRIVE,ASH,BAD,BARK,BEARD,BEGIN,BELLY,BIG,BIRD,BITE,BLOOD,BODY,BONE,BREAST,BREATHE,BURN (SOMETHING),BURY,CAT,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COTTON,COUNTRY,COW,CRY,DIE,DOG,DONKEY,DOOR,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOOT OR LEG,FOREHEAD,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,GRASS,HEAD,HIDE (CONCEAL),HIP,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK FOR,LOUSE,MAIZE,MAN,MEAT,MILK,MILLET,MOON,MOTHER,MOUTH,NAME,NECK,NIGHT,NINE,NOSE,ONE,OPEN,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),ROOT,ROTTEN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHOW,SING,SIT,SIX,SKIN,SKY,SLEEP,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TREE,TWENTY,TWO,URINE,VILLAGE,WATER,WET,WHITE,WING,WOMAN,WOOD,YEAR
150	32	0.81	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke,Gourou,Bozo_Korondougou_sud,Bozo_Korondougou_nord,Bozo_Pondori_sud,Tomo_Kan,Bozo_Hainyaxo	ANIMAL,ARRIVE,ASH,BAD,BARK,BEARD,BEGIN,BELLY,BIG,BIRD,BITE,BLOOD,BODY,BONE,BREAST,BREATHE,BURN (SOMETHING),BURY,CAT,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COTTON,COUNTRY,COW,CRY,DIE,DOG,DONKEY,DOOR,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOOT OR LEG,FOREHEAD,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,GRASS,HEAD,HIDE (CONCEAL),HIP,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK FOR,LOUSE,MAIZE,MAN,MEAT,MILK,MILLET,MOON,MOTHER,MOUTH,NAME,NECK,NIGHT,NINE,NOSE,ONE,OPEN,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),ROOT,ROTTEN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHOW,SING,SIT,SIX,SKIN,SKY,SLEEP,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TREE,TWENTY,TWO,URINE,VILLAGE,WATER,WET,WHITE,WING,WOMAN,WOOD,YEAR
150	31	0.81	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke,Gourou,Bozo_Korondougou_sud,Bozo_Korondougou_nord,Bozo_Pondori_sud,Tomo_Kan	ANIMAL,ARRIVE,ASH,BAD,BARK,BEARD,BEGIN,BELLY,BIG,BIRD,BITE,BLOOD,BODY,BONE,BREAST,BREATHE,BURN (SOMETHING),BURY,CAT,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COTTON,COUNTRY,COW,CRY,DIE,DOG,DONKEY,DOOR,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOOT OR LEG,FOREHEAD,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,GRASS,HEAD,HIDE (CONCEAL),HIP,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK FOR,LOUSE,MAIZE,MAN,MEAT,MILK,MILLET,MOON,MOTHER,MOUTH,NAME,NECK,NIGHT,NINE,NOSE,ONE,OPEN,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),ROOT,ROTTEN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHOW,SING,SIT,SIX,SKIN,SKY,SLEEP,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TREE,TWENTY,TWO,URINE,VILLAGE,WATER,WET,WHITE,WING,WOMAN,WOOD,YEAR
150	30	0.84	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke,Gourou,Bozo_Korondougou_sud,Bozo_Korondougou_nord,Bozo_Pondori_sud	ANIMAL,ARRIVE,ASH,BAD,BARK,BEARD,BEGIN,BELLY,BIG,BIRD,BITE,BLOOD,BODY,BONE,BREAST,BREATHE,BURN (SOMETHING),BURY,CAT,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COTTON,COUNTRY,COW,CRY,DIE,DOG,DONKEY,DOOR,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOOT OR LEG,FOREHEAD,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,GRASS,HEAD,HIDE (CONCEAL),HIP,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK FOR,LOUSE,MAIZE,MAN,MEAT,MILK,MILLET,MOON,MOTHER,MOUTH,NAME,NECK,NIGHT,NINE,NOSE,ONE,OPEN,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),ROOT,ROTTEN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHOW,SING,SIT,SIX,SKIN,SKY,SLEEP,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TREE,TWENTY,TWO,URINE,VILLAGE,WATER,WET,WHITE,WING,WOMAN,WOOD,YEAR
150	29	0.84	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke,Gourou,Bozo_Korondougou_sud,Bozo_Korondougou_nord	ANIMAL,ARRIVE,ASH,BAD,BARK,BEARD,BEGIN,BELLY,BIG,BIRD,BITE,BLOOD,BODY,BONE,BREAST,BREATHE,BURN (SOMETHING),BURY,CAT,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COTTON,COUNTRY,COW,CRY,DIE,DOG,DONKEY,DOOR,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOOT OR LEG,FOREHEAD,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,GRASS,HEAD,HIDE (CONCEAL),HIP,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK FOR,LOUSE,MAIZE,MAN,MEAT,MILK,MILLET,MOON,MOTHER,MOUTH,NAME,NECK,NIGHT,NINE,NOSE,ONE,OPEN,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),ROOT,ROTTEN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHOW,SING,SIT,SIX,SKIN,SKY,SLEEP,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TREE,TWENTY,TWO,URINE,VILLAGE,WATER,WET,WHITE,WING,WOMAN,WOOD,YEAR
150	28	0.84	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke,Gourou,Bozo_Korondougou_sud	ANIMAL,ARRIVE,ASH,BAD,BARK,BEARD,BEGIN,BELLY,BIG,BIRD,BITE,BLOOD,BODY,BONE,BREAST,BREATHE,BURN (SOMETHING),BURY,CAT,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COTTON,COUNTRY,COW,CRY,DIE,DOG,DONKEY,DOOR,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOOT OR LEG,FOREHEAD,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,GRASS,HEAD,HIDE (CONCEAL),HIP,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK FOR,LOUSE,MAIZE,MAN,MEAT,MILK,MILLET,MOON,MOTHER,MOUTH,NAME,NECK,NIGHT,NINE,NOSE,ONE,OPEN,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),ROOT,ROTTEN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHOW,SING,SIT,SIX,SKIN,SKY,SLEEP,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TREE,TWENTY,TWO,URINE,VILLAGE,WATER,WET,WHITE,WING,WOMAN,WOOD,YEAR
150	27	0.85	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke,Gourou	ANIMAL,ARRIVE,ASH,BAD,BARK,BEARD,BEGIN,BELLY,BIG,BIRD,BITE,BLOOD,BODY,BONE,BREAST,BREATHE,BURN (SOMETHING),BURY,CAT,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COTTON,COUNTRY,COW,CRY,DIE,DOG,DONKEY,DOOR,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOOT OR LEG,FOREHEAD,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,GRASS,HEAD,HIDE (CONCEAL),HIP,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK FOR,LOUSE,MAIZE,MAN,MEAT,MILK,MILLET,MOON,MOTHER,MOUTH,NAME,NECK,NIGHT,NINE,NOSE,ONE,OPEN,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),ROOT,ROTTEN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHOW,SING,SIT,SIX,SKIN,SKY,SLEEP,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TREE,TWENTY,TWO,URINE,VILLAGE,WATER,WET,WHITE,WING,WOMAN,WOOD,YEAR
150	26	0.87	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke	ANIMAL,ARRIVE,ASH,BAD,BARK,BEARD,BEGIN,BELLY,BIG,BIRD,BITE,BLOOD,BODY,BONE,BREAST,BREATHE,BURN (SOMETHING),BURY,CAT,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COTTON,COUNTRY,COW,CRY,DIE,DOG,DONKEY,DOOR,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOOT OR LEG,FOREHEAD,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,GRASS,HEAD,HIDE (CONCEAL),HIP,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK FOR,LOUSE,MAIZE,MAN,MEAT,MILK,MILLET,MOON,MOTHER,MOUTH,NAME,NECK,NIGHT,NINE,NOSE,ONE,OPEN,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),ROOT,ROTTEN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHOW,SING,SIT,SIX,SKIN,SKY,SLEEP,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TREE,TWENTY,TWO,URINE,VILLAGE,WATER,WET,WHITE,WING,WOMAN,WOOD,YEAR
150	25	0.89	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So	ANIMAL,ARRIVE,ASH,BAD,BARK,BEARD,BEGIN,BELLY,BIG,BIRD,BITE,BLOOD,BODY,BONE,BREAST,BREATHE,BURN (SOMETHING),BURY,CAT,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COTTON,COUNTRY,COW,CRY,DIE,DOG,DONKEY,DOOR,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EYE,FALL,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOOT OR LEG,FOREHEAD,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOOD,GRASS,HEAD,HIDE (CONCEAL),HIP,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK FOR,LOUSE,MAIZE,MAN,MEAT,MILK,MILLET,MOON,MOTHER,MOUTH,NAME,NECK,NIGHT,NINE,NOSE,ONE,OPEN,PESTLE,PICK,PISS,PULL,PUSH,RAIN (PRECIPITATION),ROOT,ROTTEN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHOW,SING,SIT,SIX,SKIN,SKY,SLEEP,SMOKE,SMOOTH,SNAKE,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TREE,TWENTY,TWO,URINE,VILLAGE,WATER,WET,WHITE,WING,WOMAN,WOOD,YEAR
